animeA_id,animeB_id,relation_type
25517,1417,Side story
47413,1417,Side story
42476,1417,Side story
34540,4910,Side story
502,984,Side story
34165,9999,Side story
40881,11009,Side story
39363,9999,Side story
20159,11009,Side story
33192,9999,Side story
51013,11009,Side story
1425,1432,Side story
34165,5152,Side story
10033,5252,Side story
40881,10917,Side story
42476,24169,Side story
31289,984,Side story
39362,984,Side story
25517,1434,Side story
33371,10017,Side story
1091,21659,Side story
1412,8097,Side story
2225,10017,Side story
35770,2386,Side story
3848,48903,Side story
33371,2385,Side story
11359,2490,Side story
2225,32051,Side story
43745,34391,Side story
33876,466,Side story
39361,1094,Side story
3546,2490,Side story
10074,466,Side story
41063,81,Side story
22699,1094,Side story
3848,466,Side story
34021,38720,Side story
25517,36967,Side story
3848,2490,Side story
18679,83,Side story
35770,2490,Side story
37902,2020,Side story
10033,1237,Side story
225,2680,Side story
30450,6714,Side story
39697,33705,Side story
1564,50673,Side story
2747,12001,Side story
39721,33705,Side story
33882,6714,Side story
10074,6714,Side story
33371,6714,Side story
2306,35949,Side story
36215,6714,Side story
35859,12001,Side story
17621,4540,Side story
30,83,Side story
34165,22699,Side story
8171,22699,Side story
49211,83,Side story
3546,36240,Side story
9170,864,Side story
33192,36240,Side story
1939,35949,Side story
11359,11659,Side story
33875,36242,Side story
893,11659,Side story
40181,36241,Side story
33454,42449,Side story
33874,11659,Side story
22699,36242,Side story
2225,2901,Side story
8171,11659,Side story
11359,3547,Side story
10074,8551,Side story
21,6028,Side story
80,7060,Side story
46171,7816,Side story
3785,32898,Side story
22695,33454,Side story
16143,28369,Side story
22777,28367,Side story
15323,28371,Side story
85,31454,Side story
6941,34878,Side story
225,34878,Side story
1939,40888,Side story
20667,40888,Side story
7108,4581,Parent story
12499,501,Parent story
34644,3667,Parent story
31454,6336,Parent story
32930,6702,Parent story
34615,15125,Parent story
34391,6336,Parent story
6714,223,Parent story
31980,28819,Parent story
1058,511,Parent story
5538,6444,Parent story
21667,17549,Parent story
24713,20033,Parent story
7157,223,Parent story
23479,22429,Parent story
31324,17729,Parent story
3031,1313,Parent story
31070,28221,Parent story
41399,38555,Parent story
10804,9938,Parent story
4936,501,Parent story
39178,36491,Parent story
8908,1731,Parent story
4437,20,Parent story
4835,269,Parent story
9117,8676,Parent story
35453,32582,Parent story
8547,813,Parent story
23831,31757,Parent story
15487,11771,Parent story
35382,35500,Parent story
15979,12471,Parent story
32382,19023,Parent story
2179,3686,Parent story
38002,37996,Parent story
3972,481,Parent story
35326,9130,Parent story
40459,40462,Parent story
18815,1769,Parent story
33338,33371,Parent story
8490,25687,Parent story
40323,15417,Parent story
34763,33728,Parent story
14837,33371,Parent story
6489,1840,Parent story
4182,7338,Parent story
2472,1735,Parent story
7579,261,Parent story
39651,37510,Parent story
13855,4719,Parent story
15783,1425,Parent story
50325,43608,Parent story
32268,28025,Parent story
38134,38127,Parent story
908,430,Parent story
33106,32526,Parent story
12449,15565,Parent story
26057,34100,Parent story
8245,5962,Parent story
32005,1425,Parent story
6187,4477,Parent story
32553,15689,Parent story
16049,5955,Parent story
454,3269,Parent story
50419,38627,Parent story
7902,430,Parent story
46,401,Parent story
2168,561,Parent story
10917,527,Parent story
34353,8355,Parent story
6028,30694,Parent story
6945,15335,Parent story
38429,33970,Parent story
32380,38414,Parent story
8675,34504,Parent story
449,450,Parent story
1527,1564,Parent story
936,16870,Parent story
25805,527,Parent story
30420,901,Parent story
31668,26395,Parent story
22759,8937,Parent story
32809,32820,Parent story
4540,30533,Parent story
1922,1007,Parent story
43683,36456,Parent story
1920,1007,Parent story
23083,603,Parent story
35424,21743,Parent story
3129,4936,Parent story
5081,31181,Parent story
32026,32383,Parent story
531,31733,Parent story
15819,2076,Parent story
2842,9107,Parent story
1994,9332,Parent story
31978,6217,Parent story
5845,9107,Parent story
40192,93,Parent story
12187,20509,Parent story
41609,13817,Parent story
2948,39585,Parent story
9858,9857,Parent story
41052,32383,Parent story
13073,11371,Parent story
35205,1735,Parent story
781,13203,Parent story
51097,37031,Parent story
5252,10074,Parent story
8408,30191,Parent story
44616,8360,Parent story
43426,34399,Parent story
10703,23293,Parent story
283,2577,Parent story
40372,30364,Parent story
5844,14093,Parent story
4472,3080,Parent story
465,10074,Parent story
21569,9107,Parent story
20745,40879,Parent story
34944,42250,Parent story
1416,13203,Parent story
29697,11371,Parent story
2581,35224,Parent story
2842,21695,Parent story
3280,1707,Parent story
1922,792,Parent story
28257,34901,Parent story
30453,14837,Parent story
4190,1905,Parent story
531,1239,Parent story
26395,17731,Parent story
32926,31049,Parent story
10507,12651,Parent story
38481,36432,Parent story
6217,10116,Parent story
19671,23385,Parent story
501,10116,Parent story
28479,32005,Parent story
31978,8360,Parent story
40659,32151,Parent story
2584,2048,Parent story
13261,12651,Parent story
49311,40389,Parent story
12001,225,Parent story
33779,38386,Parent story
35072,13821,Parent story
1921,792,Parent story
13839,34021,Parent story
36730,8364,Parent story
28369,898,Parent story
32930,18393,Parent story
19671,33845,Parent story
38770,34021,Parent story
20871,6033,Parent story
21419,34021,Parent story
38963,31165,Parent story
8245,13231,Parent story
5228,19613,Parent story
12231,6033,Parent story
36275,36538,Parent story
33545,5231,Parent story
8367,8365,Parent story
6555,34540,Parent story
32816,35370,Parent story
37097,37098,Parent story
4794,31592,Parent story
822,3931,Parent story
13073,10573,Parent story
31096,34204,Parent story
12187,25537,Parent story
25365,19291,Parent story
997,996,Parent story
3288,19319,Parent story
11743,38481,Parent story
36549,966,Parent story
31490,13819,Parent story
21701,29325,Parent story
451,31133,Parent story
1531,6773,Parent story
35806,25303,Parent story
37139,35247,Parent story
21737,25169,Parent story
3031,36466,Parent story
40693,15781,Parent story
2606,36466,Parent story
35086,35631,Parent story
1430,34021,Parent story
2450,2172,Parent story
34354,24977,Parent story
33547,22043,Parent story
35946,50315,Parent story
12499,34244,Parent story
9982,18393,Parent story
518,32257,Parent story
1619,10628,Parent story
38699,44200,Parent story
51123,36458,Parent story
18177,33522,Parent story
43204,2298,Parent story
43975,44156,Parent story
30453,986,Parent story
34032,17249,Parent story
3076,1240,Parent story
2077,31227,Parent story
31231,36927,Parent story
32145,17161,Parent story
16678,528,Parent story
34430,25517,Parent story
32365,13667,Parent story
31138,49236,Parent story
32268,5081,Parent story
38419,903,Parent story
30453,891,Parent story
38480,8023,Parent story
21201,31608,Parent story
1894,5458,Parent story
1366,25517,Parent story
33571,31227,Parent story
50099,5996,Parent story
35072,13667,Parent story
18619,29853,Parent story
902,986,Parent story
17535,49785,Parent story
51216,33258,Parent story
2077,9154,Parent story
39487,235,Parent story
40342,33915,Parent story
25987,1638,Parent story
50099,10862,Parent story
14735,1430,Parent story
7367,6325,Parent story
1521,5133,Parent story
18231,13855,Parent story
38429,29853,Parent story
12859,986,Parent story
7472,32900,Parent story
761,32365,Parent story
467,35427,Parent story
34820,1629,Parent story
8491,41074,Parent story
31374,36702,Parent story
10870,19195,Parent story
8548,11359,Parent story
32900,12651,Parent story
4793,40861,Parent story
32268,17074,Parent story
22125,30311,Parent story
3547,8740,Parent story
2391,3784,Parent story
1930,36593,Parent story
12231,33338,Parent story
894,33338,Parent story
96,3784,Parent story
901,33338,Parent story
32268,11981,Parent story
13831,13825,Parent story
906,33338,Parent story
11533,32143,Parent story
903,33338,Parent story
23083,36593,Parent story
4469,36646,Parent story
6945,7472,Parent story
4447,8310,Parent story
3853,2471,Parent story
29832,3745,Parent story
50562,21469,Parent story
40315,2124,Parent story
6275,11019,Parent story
6246,35859,Parent story
6988,8358,Parent story
34835,21469,Parent story
20909,17815,Parent story
2842,5256,Parent story
31164,288,Parent story
8728,2124,Parent story
2471,8358,Parent story
1481,50710,Parent story
2901,502,Parent story
35141,34373,Parent story
16049,27509,Parent story
906,502,Parent story
36942,37424,Parent story
32366,25313,Parent story
2107,891,Parent story
8490,11385,Parent story
9047,39094,Parent story
8365,3745,Parent story
32087,33903,Parent story
801,30617,Parent story
33544,40497,Parent story
34784,35327,Parent story
8547,25389,Parent story
20785,37843,Parent story
6028,25389,Parent story
39429,38429,Parent story
36999,37139,Parent story
1417,779,Parent story
4703,21407,Parent story
8097,779,Parent story
986,892,Parent story
1399,10361,Parent story
2842,10916,Parent story
1118,10916,Parent story
2450,8358,Parent story
501,6460,Parent story
15307,34290,Parent story
12671,10916,Parent story
1921,1924,Parent story
13831,30149,Parent story
35567,94,Parent story
13203,781,Parent story
936,2248,Parent story
33552,35067,Parent story
1434,781,Parent story
4792,25365,Parent story
8609,1364,Parent story
33550,13261,Parent story
17535,37285,Parent story
936,10686,Parent story
83,1090,Parent story
1924,1925,Parent story
49320,1363,Parent story
33551,13261,Parent story
19511,1074,Parent story
6714,11359,Parent story
13823,35072,Parent story
4071,35859,Parent story
13827,30148,Parent story
37245,86,Parent story
3927,1091,Parent story
37431,13261,Parent story
9917,20159,Parent story
17161,37931,Parent story
8609,5460,Parent story
13823,36564,Parent story
42914,34514,Parent story
14837,16468,Parent story
39487,1364,Parent story
48903,905,Parent story
1412,780,Parent story
39611,12651,Parent story
19671,37858,Parent story
1122,1120,Parent story
2107,33606,Parent story
1677,6734,Parent story
1120,1118,Parent story
35346,32174,Parent story
2665,17113,Parent story
780,6467,Parent story
1923,31133,Parent story
904,28683,Parent story
40753,39654,Parent story
6325,19511,Parent story
8368,3744,Parent story
32321,1413,Parent story
10589,10659,Parent story
5252,33947,Parent story
41609,36261,Parent story
2743,1967,Parent story
32380,38040,Parent story
25011,37033,Parent story
35112,8367,Parent story
8609,1506,Parent story
986,33947,Parent story
32122,7261,Parent story
11659,4155,Parent story
30420,902,Parent story
33543,49119,Parent story
10302,1122,Parent story
35072,761,Parent story
2743,24835,Parent story
44616,8367,Parent story
39764,1505,Parent story
12255,34662,Parent story
34430,1505,Parent story
33550,12049,Parent story
2514,1505,Parent story
38720,1366,Parent story
8609,9963,Parent story
5844,2201,Parent story
35805,36529,Parent story
38201,35018,Parent story
897,12859,Parent story
39487,1505,Parent story
32380,36286,Parent story
1506,4447,Parent story
32365,10686,Parent story
7695,2201,Parent story
1365,2171,Parent story
3031,49523,Parent story
38234,4155,Parent story
35982,38714,Parent story
32005,2171,Parent story
6467,12117,Parent story
37626,7472,Parent story
21571,40351,Parent story
33142,41567,Parent story
31231,23301,Parent story
36551,34835,Parent story
10589,35310,Parent story
3745,31978,Parent story
8740,22777,Parent story
984,22777,Parent story
34430,21419,Parent story
36298,24763,Parent story
6527,15307,Parent story
32926,35745,Parent story
13831,35306,Parent story
35205,32863,Parent story
5845,9917,Parent story
903,25389,Parent story
33542,18393,Parent story
1709,7695,Parent story
2680,905,Parent story
42914,40881,Parent story
36551,44616,Parent story
17357,4124,Parent story
6275,9917,Parent story
1094,905,Parent story
33544,21743,Parent story
24763,5250,Parent story
9999,905,Parent story
11019,34514,Parent story
14735,28479,Parent story
32926,34817,Parent story
33549,32930,Parent story
33338,25389,Parent story
33074,36967,Parent story
25161,38234,Parent story
36730,44616,Parent story
12255,12565,Parent story
985,38234,Parent story
2472,35311,Parent story
1629,40251,Parent story
37264,33372,Parent story
32900,37818,Parent story
1432,28479,Parent story
4026,12671,Parent story
38632,34355,Parent story
50673,6877,Parent story
1412,14735,Parent story
27653,44616,Parent story
39369,40329,Parent story
32383,33545,Parent story
2842,25805,Parent story
32383,33542,Parent story
8550,984,Parent story
956,35952,Parent story
35740,966,Parent story
32122,37626,Parent story
18851,12187,Parent story
10740,34514,Parent story
34878,6714,Parent story
10703,35798,Parent story
1506,35798,Parent story
38025,33915,Parent story
1119,10740,Parent story
3745,33002,Parent story
2391,14349,Parent story
34391,85,Parent story
38419,899,Parent story
1366,38770,Parent story
1094,894,Parent story
40578,40082,Parent story
986,894,Parent story
33545,21899,Parent story
8740,894,Parent story
3051,37501,Parent story
12499,966,Parent story
10302,4793,Parent story
40578,35798,Parent story
6178,5526,Parent story
3051,23083,Parent story
34519,31973,Parent story
1431,35798,Parent story
8609,6438,Parent story
31201,4936,Parent story
10740,16680,Parent story
10116,40853,Parent story
34314,40853,Parent story
10917,5526,Parent story
35740,3727,Parent story
6217,40853,Parent story
38714,84,Parent story
21571,2363,Parent story
27653,40853,Parent story
4910,1527,Parent story
8740,902,Parent story
12231,902,Parent story
12001,902,Parent story
6527,28511,Parent story
4026,2363,Parent story
25389,902,Parent story
8361,3727,Parent story
902,897,Parent story
8132,33221,Parent story
44025,35740,Parent story
10808,84,Parent story
33661,6988,Parent story
31201,35740,Parent story
8132,1968,Parent story
37247,34519,Parent story
36242,897,Parent story
21571,1525,Parent story
35798,2512,Parent story
26053,38850,Parent story
1434,2514,Parent story
38234,12231,Parent story
16468,12231,Parent story
35982,36871,Parent story
31490,906,Parent story
33672,31201,Parent story
1094,895,Parent story
30420,8551,Parent story
50410,985,Parent story
40942,20667,Parent story
33002,37472,Parent story
6527,11569,Parent story
10821,11569,Parent story
49320,39764,Parent story
35072,35309,Parent story
30449,7666,Parent story
33002,37028,Parent story
33549,19261,Parent story
25365,4794,Parent story
2273,43204,Parent story
7157,7816,Parent story
8358,38530,Parent story
42914,50673,Parent story
12859,462,Parent story
5460,2515,Parent story
34878,7816,Parent story
6385,11073,Parent story
1363,2597,Parent story
32383,33551,Parent story
8365,40044,Parent story
16239,464,Parent story
32051,464,Parent story
33545,36458,Parent story
6467,2597,Parent story
33544,10999,Parent story
461,464,Parent story
895,464,Parent story
44616,3853,Parent story
